NPDES_ID,ENF_IDENTIFIER,ACTIVITY_ID,ACTIVITY_TYPE_CODE,ENF_TYPE_CODE,ENF_TYPE_DESC,AGENCY,SETTLEMENT_ENTERED_DATE,FED_PENALTY_ASSESSED_AMT,STATE_LOCAL_PENALTY_AMT,FAC_NAME,FAC_STREET,FAC_CITY,FAC_STATE,FAC_ZIP,FAC_COUNTY,FAC_EPA_REGION,FAC_LAT,FAC_LONG,FAC_DERIVED_WBD,FAC_DERIVED_CD113,FAC_PERCENT_MINORITY,FAC_POP_DEN,FAC_DERIVED_HUC,FAC_SIC_CODES,FAC_NAICS_CODES,DFR_URL
FLU910040,04-1991-N035,2400276514,AFR,309A,CWA 309A AO For Compliance,EPA,03/05/1991,,,"OCEAN WORLD, INC.",UNKNOWN,UNKNOWN,FL,0,BROWARD,4,26.19352,-80.476658,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110011333244
FLU990527,04-2002-N012,2400279667,AFR,309A,CWA 309A AO For Compliance,EPA,06/25/2002,,,UNITED WORLD INTERPRISE,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110011331978
FLU990527,04-1999-N037,2400279668,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,,,,UNITED WORLD INTERPRISE,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110011331978
FLR05H619,FL-16-1420,3600914428,AFR,STAOCO,State Administrative Order of Consent,State,01/23/2017,,370,MANGROVE MARINA,200 FLORIDA AVE MILE MARKER 91,TAVERNIER,FL,33070,MONROE,4,25.009855,-80.519168,30902030200,26,21.643,1196.73,3090203,4493 3732,713930 811490,http://echo.epa.gov/detailed-facility-report?fid=110020068503
FLU990523,04-1999-N033,2400279659,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,07/19/2000,4000,,"HOVERCRAFT CONCEPTS, INC.",UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110011331941
FLU990523,04-1998-N020,2400279660,AFR,309A,CWA 309A AO For Compliance,EPA,07/17/1998,,,"HOVERCRAFT CONCEPTS, INC.",UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110011331941
FLU930065,04-1993-N058,2400279440,AFR,309A,CWA 309A AO For Compliance,EPA,06/14/1993,,,GATORLAND ZOO,UNKNOWN,UNKNOWN,FL,0,ORANGE,4,28.357443,-81.40441,30901010400,9,70.577,3061.08,3090101,,,http://echo.epa.gov/detailed-facility-report?fid=110011332539
FLD000019,04-2011-4508,2600044591,AFR,309G2A,CWA 309G2A AO For Class I Penalties,EPA,08/04/2011,900,,CITY OF LAKE CITY,527 SW ST. MARGARETS STREET,LAKE CITY,FL,32055,COLUMBIA,4,30.170736,-82.64435,31102060601,3,37.711,696.05,3110206,,,http://echo.epa.gov/detailed-facility-report?fid=110044269680
FLG110397,FL-N00000499,2400278181,AFR,SCWAAPO,State CWA Penalty AO,State,,,,PREFERRED MATERIALS AB READY MIX-BELLEVIEW CBP,13685 SE 31ST AVE,SUMMERFIELD,FL,34491,MARION,4,29.023167,-82.093504,31002080800,11,22.218,395.27,3100208,3273,327320,http://echo.epa.gov/detailed-facility-report?fid=110012328926
FLU980165,04-1998-N037,2400278950,AFR,309A,CWA 309A AO For Compliance,EPA,07/17/1998,,,CORSA MARINE LMTD,UNKNOWN,UNKNOWN,FL,0,MIAMI-DADE,4,25.911278,-80.237295,30902061403,24,96.607,5187.39,3090202,3732,,http://echo.epa.gov/detailed-facility-report?fid=110011332370
FLR05G737,FL-12-1295,3400083149,AFR,STAOCO,State Administrative Order of Consent,State,08/09/2012,,370,CARRABELLE BOAT CLUB,1570 HIGHWAY 98 W,CARRABELLE,FL,32322,FRANKLIN,4,29.844176,-84.678936,31300130305,2,26.743,175.4,3130013,4493,713930,http://echo.epa.gov/detailed-facility-report?fid=110022873960
FLU990007,04-1999-N017,2400279085,AFR,309A,CWA 309A AO For Compliance,EPA,10/14/1998,,,WILKINSON MARINE,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110011331576
FLU963075,FL-N00000207,2400279045,AFR,STAOCO,State Administrative Order of Consent,State,01/14/1997,,1200,MOODY AND SONS,4600 PHILLIPS HWY,JACKSONVILLE,FL,32207,DUVAL,4,30.274934,-81.624685,30801031503,4,35.429,2755.65,3080103,7542,48839,http://echo.epa.gov/detailed-facility-report?fid=110002559179
FLU980144,04-1998-N035,2400279310,AFR,309A,CWA 309A AO For Compliance,EPA,04/29/1998,,,"SEMNOLE MARINE, INC.",UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,3732,,http://echo.epa.gov/detailed-facility-report?fid=110011332352
FLR10RU59,FL-19-1297,3602211838,AFR,SCWAAPO,State CWA Penalty AO,State,07/30/2019,,7600,JENNINGS PLACE PHASE 2 AND 3,5788 FRANK REEDER RD,PENSACOLA,FL,32526,ESCAMBIA,4,30.549956,-87.37043,31401070101,1,13.809,302.36,3140107,,,http://echo.epa.gov/detailed-facility-report?fid=110070263144
FLU010408,FL-N00000583,2400279812,AFR,STAOCO,State Administrative Order of Consent,State,10/12/2001,,300000,CITY OF HIALEAH COLL. SYS.,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110008982306
FLU014758,04-2001-N007,2400279758,AFR,309A,CWA 309A AO For Compliance,EPA,09/21/2001,,,H & H LIQUID SLUDGE DISPOSAL,UNKNOWN,UNKNOWN,FL,0,COLUMBIA,4,30.221305,-82.623127,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110008994936
FLG110288,FL-N00000298,2400279704,AFR,SCWAAPO,State CWA Penalty AO,State,02/21/2007,,12800,CEMEX  LLC - OCALA WEST PLANT,2355 SW 60TH AVE,OCALA,FL,34474,MARION,4,29.16515,-82.21868,30801020600,11,36.975,643.31,3080102,3273,327320,http://echo.epa.gov/detailed-facility-report?fid=110006780509
FL0029033,FL-18-0059,3601357894,AFR,SCWAAPO,State CWA Penalty AO,State,03/08/2018,,0,QUINCY WWTP,300 N GF AND A DR,QUINCY,FL,32351,GADSDEN,4,30.583967,-84.553928,31200030402,2,81.475,372.6,3120003,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002040327
FL0029033,04-1990-N006,2400275309,AFR,309A,CWA 309A AO For Compliance,EPA,05/03/1990,,,QUINCY WWTP,300 N GF AND A DR,QUINCY,FL,32351,GADSDEN,4,30.583967,-84.553928,31200030402,2,81.475,372.6,3120003,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002040327
FL0029033,04-1988-N002,2400275311,AFR,309A,CWA 309A AO For Compliance,EPA,06/23/1988,,,QUINCY WWTP,300 N GF AND A DR,QUINCY,FL,32351,GADSDEN,4,30.583967,-84.553928,31200030402,2,81.475,372.6,3120003,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002040327
FL0029033,04-1993-N059,2400275317,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,03/29/1994,31500,,QUINCY WWTP,300 N GF AND A DR,QUINCY,FL,32351,GADSDEN,4,30.583967,-84.553928,31200030402,2,81.475,372.6,3120003,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002040327
FL0029033,04-1995-N013,2400275318,AFR,309A,CWA 309A AO For Compliance,EPA,12/21/1994,,,QUINCY WWTP,300 N GF AND A DR,QUINCY,FL,32351,GADSDEN,4,30.583967,-84.553928,31200030402,2,81.475,372.6,3120003,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002040327
FL0029033,04-1993-N013,2400275308,AFR,309A,CWA 309A AO For Compliance,EPA,10/14/1992,,,QUINCY WWTP,300 N GF AND A DR,QUINCY,FL,32351,GADSDEN,4,30.583967,-84.553928,31200030402,2,81.475,372.6,3120003,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002040327
FL0029033,FL-13-0018,3400110875,AFR,STAOCO,State Administrative Order of Consent,State,03/07/2013,,0,QUINCY WWTP,300 N GF AND A DR,QUINCY,FL,32351,GADSDEN,4,30.583967,-84.553928,31200030402,2,81.475,372.6,3120003,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002040327
FL0029033,04-1990-N037,2400275306,AFR,309A,CWA 309A AO For Compliance,EPA,09/28/1990,,,QUINCY WWTP,300 N GF AND A DR,QUINCY,FL,32351,GADSDEN,4,30.583967,-84.553928,31200030402,2,81.475,372.6,3120003,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002040327
FL0029033,FL-N00000733,2400275313,AFR,SCWAAPO,State CWA Penalty AO,State,12/03/2001,,2000,QUINCY WWTP,300 N GF AND A DR,QUINCY,FL,32351,GADSDEN,4,30.583967,-84.553928,31200030402,2,81.475,372.6,3120003,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002040327
FL0029033,04-1989-N008,2400275310,AFR,309A,CWA 309A AO For Compliance,EPA,11/30/1988,,,QUINCY WWTP,300 N GF AND A DR,QUINCY,FL,32351,GADSDEN,4,30.583967,-84.553928,31200030402,2,81.475,372.6,3120003,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002040327
FL0029033,FL-N00000302,2400275314,AFR,STAOCO,State Administrative Order of Consent,State,08/14/2008,,,QUINCY WWTP,300 N GF AND A DR,QUINCY,FL,32351,GADSDEN,4,30.583967,-84.553928,31200030402,2,81.475,372.6,3120003,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002040327
FLG110336,FL-N00000400,2400273012,AFR,SCWAAPO,State CWA Penalty AO,State,,,,MAINLINE READY MIX,8020 MAINLINE PKWY,FORT MYERS,FL,33912,LEE,4,26.49824,-81.82193,30902040101,19,19.132,1248.19,3090204,3273,327320,http://echo.epa.gov/detailed-facility-report?fid=110012329266
FLU910076,04-1991-N007,2400276139,AFR,309A,CWA 309A AO For Compliance,EPA,05/16/1991,,,"BEN HILL GRIFFIN, INC",UNKNOWN,UNKNOWN,FL,0,POLK,4,27.737492,-81.53045,30901011302,17,28.338,295.62,3090101,,,http://echo.epa.gov/detailed-facility-report?fid=110011333262
FLR10MK94,04-2014-5510,3400264612,AFR,309G2A,CWA 309G2A AO For Class I Penalties,EPA,07/11/2014,3500,,PARKSIDE LAKES,UNKNOWN,JACKSONVILLE,FL,32099,DUVAL,4,30.171361,-81.566981,30801031302,4,27.552,1886.14,3080103,,,http://echo.epa.gov/detailed-facility-report?fid=110055096523
FLR10MK94,04-2014-5764,3400246301,AFR,309A,CWA 309A AO For Compliance,EPA,05/28/2014,,,PARKSIDE LAKES,UNKNOWN,JACKSONVILLE,FL,32099,DUVAL,4,30.171361,-81.566981,30801031302,4,27.552,1886.14,3080103,,,http://echo.epa.gov/detailed-facility-report?fid=110055096523
FLU970062,04-1997-N070,2400278332,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,07/06/1998,6000,,ATLAS INCORPORATED,3700 NORTHWEST N RIVER DRIVE,MIAMI,FL,33142,MIAMI-DADE,4,25.80485,-80.25518,30902061405,27,95.028,8106.2,3090202,5093,,http://echo.epa.gov/detailed-facility-report?fid=110010711346
FLU970062,04-1997-N051,2400278333,AFR,309A,CWA 309A AO For Compliance,EPA,06/25/1997,,,ATLAS INCORPORATED,3700 NORTHWEST N RIVER DRIVE,MIAMI,FL,33142,MIAMI-DADE,4,25.80485,-80.25518,30902061405,27,95.028,8106.2,3090202,5093,,http://echo.epa.gov/detailed-facility-report?fid=110010711346
FLU920035,04-1993-N048,2400276590,AFR,309A,CWA 309A AO For Compliance,EPA,12/31/1992,,,THE POINT TOWNHOUSES,UNKNOWN,UNKNOWN,FL,0,CLAY,4,29.987116,-81.858147,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110011332487
FLU909214,04-2000-N050,2400279452,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,01/09/2001,5400,,REGAL CINEMA,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110011332913
FL0000035,FL-N00000714,2400277183,AFR,STAOCO,State Administrative Order of Consent,State,12/21/2000,,,FLORIDA MINE - HIGHLAND,274 NE COUNTY ROAD 125,LAWTEY,FL,32058,CLAY,4,30.05586,-82.05189,31102060201,3,37.358,105.74,3110206,1099,212299,http://echo.epa.gov/detailed-facility-report?fid=110064648993
FL0000035,FL-18-1240,3601853256,AFR,SCWAAPO,State CWA Penalty AO,State,02/07/2019,,9000,FLORIDA MINE - HIGHLAND,274 NE COUNTY ROAD 125,LAWTEY,FL,32058,CLAY,4,30.05586,-82.05189,31102060201,3,37.358,105.74,3110206,1099,212299,http://echo.epa.gov/detailed-facility-report?fid=110064648993
FL0000035,04-1992-N005,2400277181,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,02/25/1992,86333,,FLORIDA MINE - HIGHLAND,274 NE COUNTY ROAD 125,LAWTEY,FL,32058,CLAY,4,30.05586,-82.05189,31102060201,3,37.358,105.74,3110206,1099,212299,http://echo.epa.gov/detailed-facility-report?fid=110064648993
FLR05G870,FL-16-1253,3600802718,AFR,SCWAAPO,State CWA Penalty AO,State,09/09/2016,,185,OASIS BOATYARD,256 RIBERIA ST,ST AUGUSTINE,FL,32084,ST. JOHNS,4,29.88136,-81.31477,30802010503,6,23.449,1439.91,3080201,3731 4493,336611 713930,http://echo.epa.gov/detailed-facility-report?fid=110038520115
FLR10NW92,04-2016-4521,3600807021,AFR,309G2A,CWA 309G2A AO For Class I Penalties,EPA,09/20/2016,12000,,INTEGRA VILLAGE AT LAKE FOREST,101 INTEGRA VILLAGE TRAIL,SANFORD,FL,32773,SEMINOLE,4,28.8118,-81.3558,30801011304,7,33.629,1238.95,3080101,,,http://echo.epa.gov/detailed-facility-report?fid=110060360121
FL0188981,FL-N00000983,2400279710,AFR,SCWAAPO,State CWA Penalty AO,State,,,,LAKE TIPPECANOE OWNERS ASSOCIATION RO WTP,4636 TIPPECANOE TRAIL,SARASOTA,FL,34233,SARASOTA,4,27.29046,-82.47692,31002010203,16,13.481,2733.96,3100201,4941,221310,http://echo.epa.gov/detailed-facility-report?fid=110006778317
FL0188981,FL-N00000306,2400279712,AFR,SCWAAPO,State CWA Penalty AO,State,,,2000,LAKE TIPPECANOE OWNERS ASSOCIATION RO WTP,4636 TIPPECANOE TRAIL,SARASOTA,FL,34233,SARASOTA,4,27.29046,-82.47692,31002010203,16,13.481,2733.96,3100201,4941,221310,http://echo.epa.gov/detailed-facility-report?fid=110006778317
FLR05H114,FL-13-1460,3400199453,AFR,STAOCO,State Administrative Order of Consent,State,01/14/2014,,310,SUNCOAST TAMPA BAY BLOCK & R-M CO INC,5208 36TH AVE S,TAMPA,FL,33619,HILLS,4,27.915451,-82.397141,31002060302,14,72.404,1165.13,3100206,3273 3271,327320 327331,http://echo.epa.gov/detailed-facility-report?fid=110043729347
FLG110098,FL-N00000474,2400279748,AFR,SCWAAPO,State CWA Penalty AO,State,,,6000,PREFERRED MATERIALS INC - TAMPA,6106 E HANNA AVE,TAMPA,FL,33610,HILLSBOROUGH,4,28.00342,-82.38635,31002050503,14,71.482,2727.59,3100205,3273,327320,http://echo.epa.gov/detailed-facility-report?fid=110010051736
FL0032182,FL-N00000776,2400274775,AFR,SCWAAPO,State CWA Penalty AO,State,05/07/2001,,2000,NORTH DISTRICT WASTEWATER TREATMENT PLANT,2575 NE 151ST ST,NORTH MIAMI BEACH,FL,33160,MIAMI-DADE COUNTY,4,25.9191,-80.150821,30902061406,24,70.854,8675.08,3090202,4952,221320 22132 22131,http://echo.epa.gov/detailed-facility-report?fid=110002009567
FL0032182,04-2011-9030,2600055689,JDC,CIV,Civil Judicial Action,EPA,04/10/2014,511800,466300,NORTH DISTRICT WASTEWATER TREATMENT PLANT,2575 NE 151ST ST,NORTH MIAMI BEACH,FL,33160,MIAMI-DADE COUNTY,4,25.9191,-80.150821,30902061406,24,70.854,8675.08,3090202,4952,221320 22132 22131,http://echo.epa.gov/detailed-facility-report?fid=110002009567
FL0027880,FL-N00000430,2400274929,AFR,STAOCO,State Administrative Order of Consent,State,11/16/2006,,,JASPER WWTP,SW 107TH AVE,JASPER,FL,32052,HAMILTON,4,30.505711,-82.949461,31102010903,3,59.893,235.66,3110201,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110027947587
FL0027880,FL-N00000706,2400274928,AFR,STAOCO,State Administrative Order of Consent,State,03/22/2005,,,JASPER WWTP,SW 107TH AVE,JASPER,FL,32052,HAMILTON,4,30.505711,-82.949461,31102010903,3,59.893,235.66,3110201,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110027947587
FL0027880,FL-12-1031,3000044528,AFR,STAOCO,State Administrative Order of Consent,State,06/14/2012,,6900,JASPER WWTP,SW 107TH AVE,JASPER,FL,32052,HAMILTON,4,30.505711,-82.949461,31102010903,3,59.893,235.66,3110201,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110027947587
FL0027880,FL-N00000950,2400274927,AFR,STAOCO,State Administrative Order of Consent,State,06/28/2010,,,JASPER WWTP,SW 107TH AVE,JASPER,FL,32052,HAMILTON,4,30.505711,-82.949461,31102010903,3,59.893,235.66,3110201,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110027947587
FL0027880,FL-14-0412,3600151775,AFR,SCWAAPO,State CWA Penalty AO,State,10/27/2014,,4000,JASPER WWTP,SW 107TH AVE,JASPER,FL,32052,HAMILTON,4,30.505711,-82.949461,31102010903,3,59.893,235.66,3110201,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110027947587
FL0027880,FL-15-0414,3600243785,AFR,SCWAAPO,State CWA Penalty AO,State,09/03/2015,,0,JASPER WWTP,SW 107TH AVE,JASPER,FL,32052,HAMILTON,4,30.505711,-82.949461,31102010903,3,59.893,235.66,3110201,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110027947587
FLG913725,FL-10-3678,2600092588,AFR,SCWAAPO,State CWA Penalty AO,State,01/28/2011,,1500,CITGO WESTSHORE,301 N WEST SHORE BLVD,TAMPA,FL,33609,HILLSBOROUGH,4,27.94672,-82.5242,31002060203,14,39.692,3205.83,3100206,,,http://echo.epa.gov/detailed-facility-report?fid=110039403393
FLU990518,04-1999-N029,2400279616,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,,,,BOCA GRANDE  BOATS,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110011331905
FLU990518,04-1998-N017,2400279617,AFR,309A,CWA 309A AO For Compliance,EPA,03/31/1998,,,BOCA GRANDE  BOATS,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110011331905
FLU970051,04-1997-N044,2400278321,AFR,309A,CWA 309A AO For Compliance,EPA,06/25/1997,,,GENERAL METALS CORPORATION,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,5093,,http://echo.epa.gov/detailed-facility-report?fid=110011332744
FLU970051,04-1997-N067,2400278320,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,,,,GENERAL METALS CORPORATION,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,5093,,http://echo.epa.gov/detailed-facility-report?fid=110011332744
FLR05C266,04-2001-N021,2400279563,AFR,309A,CWA 309A AO For Compliance,EPA,11/29/2000,,,WEDGWORTH'S INC,657 NW 9TH ST,BELLE GLADE,FL,33430,PALM BEACH,4,26.69122,-80.6776,30902020200,20,90.126,772.43,3090202,2875,,http://echo.epa.gov/detailed-facility-report?fid=110006779361
FL0267911,FL-N00000425,2400273044,AFR,SCWAAPO,State CWA Penalty AO,State,,,,MOSAIC FERTILIZER LLC - BARTOW NORTH STACK CLOSURE,3200 STATE RD 60 W,BARTOW,FL,33830,POLK,4,27.89457,-81.920708,31002040101,15,35.589,48.8,3100204,2874,,http://echo.epa.gov/detailed-facility-report?fid=110064630546
FL0027791,FL-N00000339,2400276196,AFR,STAOCO,State Administrative Order of Consent,State,02/03/2006,,,CITY OF CROSS CITY #1,HILL STREET,CROSS CITY,FL,32628,DIXIE,4,29.630056,-83.133,31101020901,3,32.51,164.07,3110102,4952,,http://echo.epa.gov/detailed-facility-report?fid=110010043791
FL0170224,FL-N00000929,2400276188,AFR,SCWAAPO,State CWA Penalty AO,State,04/27/2010,,7000,SEMINOLE IMPROVEMENT DISTRICT,4001 SEMINOLE PRATT WHITNEY RD,LOXAHATCHEE,FL,33470,PALM BEACH,4,26.7355,-80.30808,30902060900,18,33.907,413.36,3090202,4952,,http://echo.epa.gov/detailed-facility-report?fid=110025310483
FLA285331,FL-18-1068,3601743164,AFR,SCWAAO,State CWA Non Penalty AO,State,01/17/2019,,,NORTH FLORIDA HOLSTEINS WEST,3740 SW 10TH STREET,BELL,FL,32619,GILCHRIST,4,29.72276,-82.87011,31102050603,3,11.641,52.87,3110205,241,112111,http://echo.epa.gov/detailed-facility-report?fid=110024567280
FLA285331,FL-18-1075,3601737869,AFR,SCWAAO,State CWA Non Penalty AO,State,07/24/2018,,7500,NORTH FLORIDA HOLSTEINS WEST,3740 SW 10TH STREET,BELL,FL,32619,GILCHRIST,4,29.72276,-82.87011,31102050603,3,11.641,52.87,3110205,241,112111,http://echo.epa.gov/detailed-facility-report?fid=110024567280
FLG912852,FL-N00000526,2400278279,AFR,STAOCO,State Administrative Order of Consent,State,02/07/2008,,,FORMER COURT STREET TEXACO,915 COURT ST,CLEARWATER,FL,33756,PINELLAS,4,27.96151,-82.79338,31002070504,13,30.791,4453.93,3100207,,,http://echo.epa.gov/detailed-facility-report?fid=110030766393
FLG912852,FL-N00000892,2400278278,AFR,SCWAAPO,State CWA Penalty AO,State,,,,FORMER COURT STREET TEXACO,915 COURT ST,CLEARWATER,FL,33756,PINELLAS,4,27.96151,-82.79338,31002070504,13,30.791,4453.93,3100207,,,http://echo.epa.gov/detailed-facility-report?fid=110030766393
FLU909252,04-2000-N052,2400279476,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,01/09/2001,4000,,CAMPUS CLUB APARTMENTS,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110009137898
FLA593681,04-2016-9009,3600809405,JDC,CIV,Civil Judicial Action,EPA,04/28/2017,456500,,GULFSTREAM PARK ASSOCIATION INC - GULFSTREAM PARK RACING & CASINO,901 S FEDERAL HWY,HALLANDALE BEACH,FL,33009,BROWARD,4,25.976147,-80.143254,30902061406,23,53.967,8257.6,3090202,0272 7948 4941 7999,711212 221310 112920 713210 71321,http://echo.epa.gov/detailed-facility-report?fid=110020175843
FLA593681,FL-11-1732,3400043562,AFR,SCWAAPO,State CWA Penalty AO,State,02/24/2012,,500,GULFSTREAM PARK ASSOCIATION INC - GULFSTREAM PARK RACING & CASINO,901 S FEDERAL HWY,HALLANDALE BEACH,FL,33009,BROWARD,4,25.976147,-80.143254,30902061406,23,53.967,8257.6,3090202,0272 7948 4941 7999,711212 221310 112920 713210 71321,http://echo.epa.gov/detailed-facility-report?fid=110020175843
FLA593681,04-2017-4750,3600912855,AFR,309A,CWA 309A AO For Compliance,EPA,01/12/2017,,,GULFSTREAM PARK ASSOCIATION INC - GULFSTREAM PARK RACING & CASINO,901 S FEDERAL HWY,HALLANDALE BEACH,FL,33009,BROWARD,4,25.976147,-80.143254,30902061406,23,53.967,8257.6,3090202,0272 7948 4941 7999,711212 221310 112920 713210 71321,http://echo.epa.gov/detailed-facility-report?fid=110020175843
FL0384941,FL-11-1731,3000046420,AFR,SCWAAPO,State CWA Penalty AO,State,02/24/2012,,1000,GULFSTREAM PARK ASSOCIATION INC - GULFSTREAM PARK RACING & CASINO,901 S FEDERAL HWY,HALLANDALE BEACH,FL,33009,BROWARD,4,25.976147,-80.143254,30902061406,23,53.967,8257.6,3090202,0272 7948 4941 7999,711212 221310 112920 713210 71321,http://echo.epa.gov/detailed-facility-report?fid=110020175843
FL0117897,FL-15-0451,3600243265,AFR,SCWAAPO,State CWA Penalty AO,State,08/27/2015,,0,SAWGRASS WASTEWATER TREATMENT FACILITY,10042 SAWGRASS DR W,PONTE VEDRA BEACH,FL,32082,ST. JOHNS,4,30.188,-81.3785,30802010602,6,6.653,1071.73,3080201,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110038520106
FL0117897,FL-N00000852,2400279269,AFR,STAOCO,State Administrative Order of Consent,State,09/21/2010,,,SAWGRASS WASTEWATER TREATMENT FACILITY,10042 SAWGRASS DR W,PONTE VEDRA BEACH,FL,32082,ST. JOHNS,4,30.188,-81.3785,30802010602,6,6.653,1071.73,3080201,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110038520106
FLR05F512,FL-12-0801,3400083701,AFR,SCWAAPO,State CWA Penalty AO,State,04/26/2012,,1199,WILSON TRUCKING CORPORATION - POMPANO BEACH TERMINAL,1801 BLOUNT ROAD,POMPANO BEACH,FL,33069,BROWARD,4,26.252946,-80.16462,30902061201,20,55.656,3796.7,3090202,4213,484121 484110,http://echo.epa.gov/detailed-facility-report?fid=110012678094
FLU960505,04-1996-N012,2400278541,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,04/18/1997,28500,,SARASOTA WATER TREATMENT FAC,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110011332619
FLR20CS38,FL-20-0204,3602211765,AFR,SCWAAPO,State CWA Penalty AO,State,04/28/2020,,14076,PLANTATION PALMS DITCH RESTORATION,UNKNOWN,LAND O LAKES,FL,34639,PASCO,4,28.2111,-82.4302,31002050404,12,26.849,1434.74,3100205,,,http://echo.epa.gov/detailed-facility-report?fid=110070544416
FLR10MB81,04-2017-4504,3601076351,AFR,309G2A,CWA 309G2A AO For Class I Penalties,EPA,06/15/2017,17000,,RIVERSTRAND,8411 PORT HARBOUR PKWY,BRADENTON,FL,34212,MANATEE,4,27.507779,-82.456252,31002020203,16,17.526,900.58,3100202,,,http://echo.epa.gov/detailed-facility-report?fid=110054139801
FLU990042,04-1999-N047,2400279548,AFR,309A,CWA 309A AO For Compliance,EPA,07/27/1999,,,"SUPERIOR GARLIC INTERNATIONAL,",UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,5141,,http://echo.epa.gov/detailed-facility-report?fid=110011331683
FLU970096,04-1997-N081,2400279329,AFR,309A,CWA 309A AO For Compliance,EPA,09/11/1997,,,CROTTY RESIDUALS MANAGMENT,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,4953,,http://echo.epa.gov/detailed-facility-report?fid=110011332076
FLR05G057,FL-12-0965,3400079674,AFR,STAOCO,State Administrative Order of Consent,State,06/11/2012,,370,FLORIDA INTERNATIONAL TERMINAL,3800 MCINTOSH ROAD,FT LAUDERDALE,FL,33316,BROWARD,4,26.102936,-80.127838,30902061300,22,42.318,3671.09,3090202,4491 4231,488490 488320 488310,http://echo.epa.gov/detailed-facility-report?fid=110022833718
FL0969184,FL-20-0791,3602249089,AFR,SCWAAPO,State CWA Penalty AO,State,05/13/2020,,2000,FLORIDA KEYS WILD BIRD REHABILITATION CENTER,93600 OVERSEAS HWY,TAVERNIER,FL,33070,MONROE,4,25.032528,-80.504116,30902030200,26,25.261,963.46,3090203,8422,712130,http://echo.epa.gov/detailed-facility-report?fid=110070073283
